,date,value
1211,20230102,785.0
1212,20230103,780.0
1213,20230104,752.5
1214,20230105,768.0
1215,20230106,791.428571
1216,20230107,804.285714
1217,20230108,767.5
1218,20230109,786.0
1219,20230110,800.0
1220,20230111,795.625
1221,20230112,790.0
1222,20230113,780.0
1223,20230114,792.0
1224,20230115,790.0
1225,20230116,794.285714
1226,20230117,770.0
1227,20230118,772.5
1228,20230119,776.666667
1229,20230120,798.333333
1230,20230121,776.0
1231,20230122,826.0
1232,20230123,816.0
1233,20230124,815.0
1234,20230125,797.142857
1235,20230126,765.0
1236,20230127,762.0
1237,20230128,736.0
1238,20230129,737.142857
1239,20230130,714.0
1240,20230131,727.777778
1241,20230201,701.0
1242,20230202,688.333333
1243,20230203,696.0
1244,20230204,727.924528
1245,20230205,743.333333
1246,20230206,710.0
1247,20230207,695.0
1248,20230208,694.166667
1249,20230209,688.888889
1250,20230210,710.0
1251,20230211,730.0
1252,20230212,724.0
1253,20230213,716.363636
1254,20230214,692.285714
1255,20230215,714.285714
1256,20230216,745.0
1257,20230217,724.444444
1258,20230218,763.75
1259,20230219,685.714286
1260,20230220,735.555556
1261,20230221,716.25
1262,20230222,732.0
1263,20230223,727.5
1264,20230224,735.0
1265,20230225,741.0
1266,20230226,710.0
1267,20230227,711.666667
1268,20230228,737.5
1269,20230301,722.0
1270,20230302,723.333333
1271,20230303,714.285714
1272,20230304,723.333333
1273,20230305,716.666667
1274,20230306,720.0
1275,20230307,731.666667
1276,20230308,752.307692
1277,20230309,733.333333
1278,20230310,729.375
1279,20230311,738.0
1280,20230312,720.0
1281,20230313,718.571429
1282,20230314,700.0
1283,20230315,720.0
1284,20230316,690.0
1285,20230317,690.0
1286,20230318,708.75
1287,20230319,707.777778
1288,20230320,698.571429
1289,20230321,694.285714
1290,20230322,700.0
1291,20230323,762.0
1292,20230324,792.0
1293,20230325,694.444444
1294,20230326,690.0
1295,20230327,665.0
1296,20230328,666.666667
1297,20230329,698.75
1298,20230330,616.666667
1299,20230331,668.571429
1300,20230401,675.0
1301,20230402,657.5
1302,20230403,655.714286
1303,20230404,640.0
